"filename", "language", "CSS", "HTML", "TypeScript", "JSON with Comments", "XML", "SCSS", "comment", "blank", "total"
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\home-usuarios\home-usuarios.component.html", "HTML", 0, 69, 0, 0, 0, 0, 1, 73, 143
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\home-usuarios\home-usuarios.component.spec.ts", "TypeScript", 0, 0, 17, 0, 0, 0, 0, 5, 22
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\home-usuarios\home-usuarios.component.ts", "TypeScript", 0, 0, 160, 0, 0, 0, 16, 55, 231
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\home\home.component.css", "CSS", 167, 0, 0, 0, 0, 0, 1, 67, 235
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\home\home.component.html", "HTML", 0, 99, 0, 0, 0, 0, 11, 59, 169
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\home\home.component.scss", "SCSS", 0, 0, 0, 0, 0, 174, 1, 76, 251
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\home\home.component.spec.ts", "TypeScript", 0, 0, 17, 0, 0, 0, 0, 5, 22
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\home\home.component.ts", "TypeScript", 0, 0, 316, 0, 0, 0, 85, 88, 489
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\home\ingreso.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 1
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos-extraordinarios\deuda.service.spec.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 5, 17
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos-extraordinarios\deuda.service.ts", "TypeScript", 0, 0, 44, 0, 0, 0, 2, 20, 66
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos-extraordinarios\deudores.model.spec.ts", "TypeScript", 0, 0, 6, 0, 0, 0, 0, 2, 8
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos-extraordinarios\deudores.model.ts", "TypeScript", 0, 0, 45, 0, 0, 0, 0, 2, 47
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos-extraordinarios\ingresos-extraordinarios.component.css", "CSS", 164, 0, 0, 0, 0, 0, 5, 62, 231
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos-extraordinarios\ingresos-extraordinarios.component.html", "HTML", 0, 56, 0, 0, 0, 0, 2, 13, 71
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos-extraordinarios\ingresos-extraordinarios.component.spec.ts", "TypeScript", 0, 0, 17, 0, 0, 0, 0, 5, 22
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos-extraordinarios\ingresos-extraordinarios.component.ts", "TypeScript", 0, 0, 198, 0, 0, 0, 9, 39, 246
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos-extraordinarios\personas.model.spec.ts", "TypeScript", 0, 0, 6, 0, 0, 0, 0, 2, 8
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos-extraordinarios\personas.model.ts", "TypeScript", 0, 0, 38, 0, 0, 0, 0, 2, 40
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos-extraordinarios\personas.service.spec.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 5, 17
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos-extraordinarios\personas.service.ts", "TypeScript", 0, 0, 36, 0, 0, 0, 0, 15, 51
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos-ordinarios\comprobante.service.spec.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 5, 17
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos-ordinarios\comprobante.service.ts", "TypeScript", 0, 0, 22, 0, 0, 0, 3, 7, 32
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos-ordinarios\ingresos-ordinarios.component.css", "CSS", 150, 0, 0, 0, 0, 0, 18, 62, 230
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos-ordinarios\ingresos-ordinarios.component.html", "HTML", 0, 74, 0, 0, 0, 0, 2, 24, 100
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos-ordinarios\ingresos-ordinarios.component.spec.ts", "TypeScript", 0, 0, 17, 0, 0, 0, 0, 5, 22
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos-ordinarios\ingresos-ordinarios.component.ts", "TypeScript", 0, 0, 192, 0, 0, 0, 8, 46, 246
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos\ingresos.component.css", "CSS", 312, 0, 0, 0, 0, 0, 29, 135, 476
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos\ingresos.component.html", "HTML", 0, 168, 0, 0, 0, 0, 5, 75, 248
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos\ingresos.component.spec.ts", "TypeScript", 0, 0, 17, 0, 0, 0, 0, 5, 22
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\ingresos\ingresos.component.ts", "TypeScript", 0, 0, 433, 0, 0, 0, 65, 126, 624
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\inicio-sesion\inicio-sesion.component.css", "CSS", 261, 0, 0, 0, 0, 0, 14, 90, 365
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\inicio-sesion\inicio-sesion.component.html", "HTML", 0, 107, 0, 0, 0, 0, 5, 24, 136
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\inicio-sesion\inicio-sesion.component.spec.ts", "TypeScript", 0, 0, 17, 0, 0, 0, 0, 5, 22
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\inicio-sesion\inicio-sesion.component.ts", "TypeScript", 0, 0, 153, 0, 0, 0, 16, 46, 215
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\inquilinos\inquilinos.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\inquilinos\inquilinos.component.html", "HTML", 0, 0, 0, 0, 0, 0, 219, 3, 222
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\inquilinos\inquilinos.component.spec.ts", "TypeScript", 0, 0, 17, 0, 0, 0, 0, 5, 22
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\inquilinos\inquilinos.component.ts", "TypeScript", 0, 0, 47, 0, 0, 0, 2, 17, 66
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\invitacion\correo.service.spec.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 5, 17
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\invitacion\correo.service.ts", "TypeScript", 0, 0, 17, 0, 0, 0, 12, 5, 34
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\invitacion\invitacio.component.html", "HTML", 0, 56, 0, 0, 0, 0, 4, 13, 73
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\invitacion\invitacion.component.css", "CSS", 237, 0, 0, 0, 0, 0, 4, 97, 338
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\invitacion\invitacion.component.spec.ts", "TypeScript", 0, 0, 17, 0, 0, 0, 0, 5, 22
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\invitacion\invitacion.component.ts", "TypeScript", 0, 0, 138, 0, 0, 0, 9, 48, 195
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\invitacion\invitacion.model.spec.ts", "TypeScript", 0, 0, 6, 0, 0, 0, 0, 2, 8
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\invitacion\invitacion.model.ts", "TypeScript", 0, 0, 25, 0, 0, 0, 0, 0, 25
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\invitacion\invitacion.service.spec.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 5, 17
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\invitacion\invitacion.service.ts", "TypeScript", 0, 0, 17, 0, 0, 0, 1, 8, 26
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\invitacion\usuario.model.spec.ts", "TypeScript", 0, 0, 6, 0, 0, 0, 0, 2, 8
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\invitacion\usuario.model.ts", "TypeScript", 0, 0, 32, 0, 0, 0, 0, 1, 33
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\loading-spinner\loading-spinner.component.css", "CSS", 24, 0, 0, 0, 0, 0, 1, 3, 28
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\loading-spinner\loading-spinner.component.html", "HTML", 0, 3, 0, 0, 0, 0, 0, 1, 4
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\loading-spinner\loading-spinner.component.spec.ts", "TypeScript", 0, 0, 17, 0, 0, 0, 0, 5, 22
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\loading-spinner\loading-spinner.component.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 5, 17
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\loading-spinner\loading-spinner.service.spec.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 5, 17
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\loading-spinner\loading-spinner.service.ts", "TypeScript", 0, 0, 17, 0, 0, 0, 0, 6, 23
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\mis-deudas\mis-deudas.component.css", "CSS", 90, 0, 0, 0, 0, 0, 6, 33, 129
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\mis-deudas\mis-deudas.component.html", "HTML", 0, 70, 0, 0, 0, 0, 4, 20, 94
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\mis-deudas\mis-deudas.component.spec.ts", "TypeScript", 0, 0, 17, 0, 0, 0, 0, 5, 22
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\mis-deudas\mis-deudas.component.ts", "TypeScript", 0, 0, 108, 0, 0, 0, 14, 29, 151
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\modelos\acuerdos.ts", "TypeScript", 0, 0, 20, 0, 0, 0, 0, 2, 22
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\modelos\deudas.ts", "TypeScript", 0, 0, 75, 0, 0, 0, 0, 13, 88
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\modelos\fraccionamientos.ts", "TypeScript", 0, 0, 40, 0, 0, 0, 0, 12, 52
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\modelos\grupos.ts", "TypeScript", 0, 0, 41, 0, 0, 0, 0, 15, 56
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\modelos\inquilinos.ts", "TypeScript", 0, 0, 20, 0, 0, 0, 0, 1, 21
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\modelos\notificaciones.ts", "TypeScript", 0, 0, 29, 0, 0, 0, 0, 6, 35
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\modelos\personas.ts", "TypeScript", 0, 0, 44, 0, 0, 0, 0, 3, 47
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\modelos\propiedades.ts", "TypeScript", 0, 0, 24, 0, 0, 0, 0, 2, 26
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\modelos\usuarios.ts", "TypeScript", 0, 0, 51, 0, 0, 0, 2, 10, 63
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\no-encontrado\no-encontrado.css", "CSS", 35, 0, 0, 0, 0, 0, 1, 14, 50
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\no-encontrado\no-encontrado.directive.spec.ts", "TypeScript", 0, 0, 7, 0, 0, 0, 0, 2, 9
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\no-encontrado\no-encontrado.directive.ts", "TypeScript", 0, 0, 9, 0, 0, 0, 0, 5, 14
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\no-encontrado\no-encontrado.html", "HTML", 0, 3, 0, 0, 0, 0, 0, 2, 5
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\not-found\not-found.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\not-found\not-found.component.html", "HTML", 0, 1, 0, 0, 0, 0, 0, 1, 2
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\not-found\not-found.component.spec.ts", "TypeScript", 0, 0, 17, 0, 0, 0, 0, 5, 22
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\not-found\not-found.component.ts", "TypeScript", 0, 0, 8, 0, 0, 0, 0, 3, 11
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\notificaciones-service\notificaciones.service.spec.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 5, 17
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\notificaciones-service\notificaciones.service.ts", "TypeScript", 0, 0, 22, 0, 0, 0, 0, 6, 28
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\notificaciones-usuarios\notificaciones-usuarios.component.css", "CSS", 204, 0, 0, 0, 0, 0, 11, 83, 298
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\notificaciones-usuarios\notificaciones-usuarios.component.html", "HTML", 0, 47, 0, 0, 0, 0, 44, 19, 110
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\notificaciones-usuarios\notificaciones-usuarios.component.spec.ts", "TypeScript", 0, 0, 17, 0, 0, 0, 0, 5, 22
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\notificaciones-usuarios\notificaciones-usuarios.component.ts", "TypeScript", 0, 0, 89, 0, 0, 0, 9, 25, 123
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\notificaciones\notificaciones.component.css", "CSS", 103, 0, 0, 0, 0, 0, 33, 41, 177
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\notificaciones\notificaciones.component.html", "HTML", 0, 35, 0, 0, 0, 0, 12, 17, 64
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\notificaciones\notificaciones.component.ts", "TypeScript", 0, 0, 141, 0, 0, 0, 14, 28, 183
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\notificaciones\notificaciones.model.spec.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 9, 0, 9
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\notificaciones\notificaciones.model.ts", "TypeScript", 0, 0, 23, 0, 0, 0, 0, 2, 25
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\notificaciones\notificaciones.service.spec.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 5, 17
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\notificaciones\notificaciones.service.ts", "TypeScript", 0, 0, 31, 0, 0, 0, 1, 13, 45
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\notificaciones\personas.model.spec.ts", "TypeScript", 0, 0, 6, 0, 0, 0, 0, 2, 8
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\notificaciones\personas.model.ts", "TypeScript", 0, 0, 38, 0, 0, 0, 0, 3, 41
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\notificaciones\personas.service.spec.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 5, 17
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\notificaciones\personas.service.ts", "TypeScript", 0, 0, 15, 0, 0, 0, 0, 5, 20
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\panel-principal-admin\imagen.service.spec.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 5, 17
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\panel-principal-admin\imagen.service.ts", "TypeScript", 0, 0, 21, 0, 0, 0, 4, 11, 36
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\panel-principal-admin\panel-principal-admin.component.css", "CSS", 107, 0, 0, 0, 0, 0, 15, 92, 214
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\panel-principal-admin\panel-principal-admin.component.html", "HTML", 0, 88, 0, 0, 0, 0, 1, 40, 129
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\panel-principal-admin\panel-principal-admin.component.spec.ts", "TypeScript", 0, 0, 17, 0, 0, 0, 0, 5, 22
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\panel-principal-admin\panel-principal-admin.component.ts", "TypeScript", 0, 0, 105, 0, 0, 0, 3, 51, 159
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\panel-principal-tesorero\panel-principal-tesorero.component.css", "CSS", 93, 0, 0, 0, 0, 0, 14, 46, 153
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\panel-principal-tesorero\panel-principal-tesorero.component.html", "HTML", 0, 81, 0, 0, 0, 0, 13, 35, 129
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\panel-principal-tesorero\panel-principal-tesorero.component.spec.ts", "TypeScript", 0, 0, 17, 0, 0, 0, 0, 5, 22
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\panel-principal-tesorero\panel-principal-tesorero.component.ts", "TypeScript", 0, 0, 104, 0, 0, 0, 14, 37, 155
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\panel-principal-user\panel-principal-user.component.css", "CSS", 112, 0, 0, 0, 0, 0, 15, 95, 222
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\panel-principal-user\panel-principal-user.component.html", "HTML", 0, 66, 0, 0, 0, 0, 42, 41, 149
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\panel-principal-user\panel-principal-user.component.spec.ts", "TypeScript", 0, 0, 17, 0, 0, 0, 0, 5, 22
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\panel-principal-user\panel-principal-user.component.ts", "TypeScript", 0, 0, 100, 0, 0, 0, 10, 49, 159
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\panel-principal.css", "CSS", 246, 0, 0, 0, 0, 0, 24, 156, 426
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\pase-temporal\pase-temporal.component.css", "CSS", 269, 0, 0, 0, 0, 0, 12, 87, 368
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\pase-temporal\pase-temporal.component.html", "HTML", 0, 17, 0, 0, 0, 0, 4, 17, 38
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\pase-temporal\pase-temporal.component.spec.ts", "TypeScript", 0, 0, 17, 0, 0, 0, 0, 5, 22
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\pase-temporal\pase-temporal.component.ts", "TypeScript", 0, 0, 78, 0, 0, 0, 0, 8, 86
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\paypal\paypal.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\paypal\paypal.component.html", "HTML", 0, 1, 0, 0, 0, 0, 0, 1, 2
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\paypal\paypal.component.spec.ts", "TypeScript", 0, 0, 17, 0, 0, 0, 0, 5, 22
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\paypal\paypal.component.ts", "TypeScript", 0, 0, 8, 0, 0, 0, 0, 3, 11
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\pipe\filtro-acuerdos.pipe.spec.ts", "TypeScript", 0, 0, 7, 0, 0, 0, 0, 2, 9
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\pipe\filtro-acuerdos.pipe.ts", "TypeScript", 0, 0, 11, 0, 0, 0, 0, 6, 17
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\pipe\filtro-deudores.pipe.spec.ts", "TypeScript", 0, 0, 7, 0, 0, 0, 0, 2, 9
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\pipe\filtro-deudores.pipe.ts", "TypeScript", 0, 0, 11, 0, 0, 0, 0, 4, 15
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\pipe\filtro-fecha.pipe.spec.ts", "TypeScript", 0, 0, 7, 0, 0, 0, 0, 2, 9
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\pipe\filtro-fecha.pipe.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 1, 7, 20
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\pipe\filtro-notificaciones.pipe.spec.ts", "TypeScript", 0, 0, 7, 0, 0, 0, 0, 2, 9
"c:\Users\default.LAPTOP-SHPJT9PE\Desktop\Tesis-01NOV\Proyecto-WEB-2-master\src\app\pipe\filtro-notificaciones.pipe.ts", "TypeScript", 0, 0, 11, 0, 0, 0, 0, 4, 15
